Genre,Actor,Director,Country,Budget_MUSD,Screens,Weeks,Screen_Stability,Ticket_Price,Shows_per_Day,Revenue_MUSD,Profit_MUSD,Target,Rating
Romance,Mark Hamill,Damien Chazelle,Ireland,273,5641,5,Growing,72,14,1836.69,1563.69,1,7.9
Animation,Hugh Jackman,Peter Ramsey,Russia,101,9178,4,Drop Fast,31,11,265.56,164.56,1,6.2
Mystery,Pete Davidson,Pete Docter,Germany,438,5135,1,Stable,36,9,64.39,-373.61,0,1.6
Animation,Billy Crystal,David Hand,Belgium,361,2647,9,Growing,14,8,295.13,-65.87,0,5.9
Horror,Issa Rae,Don Bluth,Brazil,298,3329,6,Stable,24,14,290.43,-7.57,0,4.5
Action,Bradley Cooper,Sergio Pablos,Brazil,5,2098,11,Slow Drop,32,15,466.27,461.27,1,9.9
Romance,Don Rickles,John Musker,Russia,299,7897,2,Stable,43,1,24.69,-274.31,0,3.3
Action,Jack Black,Christopher Nolan,Japan,31,6891,13,Growing,68,12,-4468.08,-4499.08,0,7.4
Horror,Varun Dhawan,Ash Brannon,China,40,4703,7,Stable,78,5,819.84,779.84,1,7.2
Animation,Owen Wilson,John Ford,United Kingdom,164,4149,3,Slow Drop,42,14,305.02,141.02,1,7.0
Comedy,Yash,Orson Welles,India,429,8210,6,Stable,57,22,-2540.79,-2969.79,0,3.9
Fantasy,Keegan-Michael Key,Guy Ritchie,Italy,403,7639,8,Drop Fast,63,16,-999.36,-1402.36,0,4.4
Fantasy,Robin Williams,Guru Dutt,Italy,35,216,3,Slow Drop,72,19,21.08,-13.92,0,2.8
Thriller,Dan Castellaneta,Isao Takahata,Russia,131,8159,13,Drop Fast,48,16,-835.2,-966.2,0,7.2
Sci-Fi,Clancy Brown,Mark Osborne,India,266,6441,12,Drop Fast,32,7,268.79,2.79,1,9.2
Mystery,Hank Azaria,Nishith Takia,Thailand,349,8106,12,Growing,41,3,1116.26,767.26,1,9.5
Horror,George Takei,Brad Bird,China,440,3222,5,Growing,15,23,454.75,14.75,1,7.0
Sci-Fi,Eddie Murphy,Greta Gerwig,China,214,1466,14,Slow Drop,63,8,302.04,88.04,1,10.0
Mystery,Ranveer Singh,Peter Ramsey,Australia,154,678,6,Growing,37,21,197.17,43.17,1,6.6
Sci-Fi,Samuel L. Jackson,Paul Thomas Anderson,Mexico,35,4496,1,Stable,75,21,377.54,342.54,1,4.8
Animation,Kevin Hart,François Truffaut,New Zealand,104,4177,10,Slow Drop,28,14,719.98,615.98,1,9.6
Mystery,Seth Green,Brian De Palma,Canada,333,6268,7,Growing,17,20,1211.52,878.52,1,8.7
Animation,Paul Rudd,Adoor Gopalakrishnan,Ireland,306,4474,4,Growing,40,3,200.6,-105.4,0,2.9
Comedy,Pankaj Tripathi,Rich Moore,Mexico,357,6613,10,Stable,11,11,359.29,2.29,1,9.4
Romance,Shah Rukh Khan,James Cameron,Canada,223,7991,11,Drop Fast,30,22,1359.17,1136.17,1,10.0
Animation,Meryl Streep,Ash Brannon,New Zealand,257,685,7,Stable,76,14,381.83,124.83,1,7.4
Fantasy,Dee Bradley Baker,Kabir Khan,Thailand,175,4873,7,Drop Fast,60,22,706.92,531.92,1,8.5
Sci-Fi,Michael Che,Sergei Eisenstein,Germany,261,537,11,Growing,12,2,9.11,-251.89,0,7.2
Thriller,Awkwafina,Alfonso Cuarón,China,432,9252,5,Drop Fast,25,4,88.7,-343.3,0,3.6
Drama,Helena Bonham Carter,Sofia Coppola,Brazil,61,7100,8,Drop Fast,24,21,591.11,530.11,1,7.3
Mystery,Matthew McConaughey,Joseph L. Mankiewicz,Belgium,13,2203,8,Growing,65,5,351.62,338.62,1,9.0
Horror,Kristen Bell,Sergio Pablos,Belgium,9,1671,5,Slow Drop,74,19,286.92,277.92,1,6.7
Thriller,Michaela Coel,Anthony Stacchi,China,339,6927,5,Stable,79,10,926.43,587.43,1,6.0
Fantasy,Pete Davidson,Naoko Yamada,Japan,118,2242,7,Growing,63,21,2049.65,1931.65,1,7.7
Animation,Kyle Mooney,Pedro Almodóvar,South Korea,269,1719,6,Stable,47,21,556.12,287.12,1,6.6
Romance,Rashida Jones,Byron Howard,Canada,177,6689,4,Stable,9,2,20.67,-156.33,0,4.4
Comedy,Elizabeth Banks,David Hand,France,224,9093,2,Drop Fast,28,21,206.8,-17.2,0,2.1
Drama,Chris Rock,Peter Ramsey,France,209,4588,8,Growing,59,3,519.63,310.63,1,7.8
Action,Kamal Haasan,Satoshi Kon,Belgium,28,8056,3,Slow Drop,31,15,337.3,309.3,1,6.8
Thriller,Cecily Strong,Sam Peckinpah,Australia,174,1805,2,Stable,60,19,223.63,49.63,1,6.4
Romance,Samuel L. Jackson,Fritz Lang,Spain,410,5864,12,Stable,45,21,-2377.92,-2787.92,0,7.6
Action,Grey DeLisle,Masaaki Yuasa,Ireland,107,7139,10,Slow Drop,27,2,171.05,64.05,1,9.0
Drama,Dee Bradley Baker,Woody Allen,Brazil,64,5317,7,Stable,57,3,278.28,214.28,1,8.8
Horror,Fred Armisen,Joel Coen,New Zealand,90,5579,10,Growing,46,12,2424.24,2334.24,1,9.0
Horror,Elizabeth Banks,Guy Ritchie,Germany,259,2324,6,Slow Drop,67,23,587.36,328.36,1,8.0
Sci-Fi,Cree Summer,Masaaki Yuasa,Mexico,169,5191,8,Growing,46,14,2620.15,2451.15,1,7.9
Drama,Manoj Bajpayee,Edgar Wright,France,376,6994,13,Slow Drop,78,17,-76.23,-452.23,0,8.1
Drama,Awkwafina,Prashanth Neel,Australia,171,1646,14,Stable,40,16,589.62,418.62,1,10.0
Action,Nancy Cartwright,V. Shantaram,Spain,88,3506,6,Slow Drop,36,17,329.71,241.71,1,6.6
Romance,Bill Nighy,Greta Gerwig,New Zealand,206,2572,7,Growing,17,9,212.21,6.21,1,7.0
Mystery,Clancy Brown,Claude Barras,South Korea,94,350,2,Slow Drop,74,3,5.03,-88.97,0,3.6
Action,Seth MacFarlane,Chloe Zhao,Denmark,93,1859,10,Stable,10,22,221.36,128.36,1,9.6
Comedy,Christian Bale,Dean DeBlois,Canada,441,6339,14,Drop Fast,38,14,1048.44,607.44,1,10.0
Horror,Hugo Weaving,Gulzar,Denmark,124,9270,2,Stable,34,3,96.32,-27.68,0,2.8
Horror,Varun Dhawan,Chloe Zhao,Thailand,160,7399,6,Stable,77,6,937.92,777.92,1,8.1
Sci-Fi,Eddie Murphy,Hideaki Anno,United Kingdom,403,2519,9,Drop Fast,34,23,347.02,-55.98,0,4.8
Comedy,Jess Harnell,Vishal Bhardwaj,Thailand,192,3083,14,Slow Drop,16,21,460.31,268.31,1,9.9
Horror,Vanessa Bayer,Isao Takahata,Brazil,192,8003,3,Stable,13,19,318.85,126.85,1,6.6
Action,Estelle Harris,Francis Ford Coppola,Denmark,266,1715,11,Drop Fast,13,13,47.51,-218.49,0,5.6
Comedy,Jason Mantzoukas,Yasujirō Ozu,Brazil,56,789,10,Growing,33,5,98.54,42.54,1,8.7
Action,Jim Carrey,Nishith Takia,China,144,787,14,Drop Fast,50,1,11.25,-132.75,0,7.1
Mystery,Keith David,Woody Allen,Italy,23,2819,14,Stable,26,12,790.5,767.5,1,10.0
Mystery,Dan Castellaneta,Brian De Palma,Denmark,79,5687,13,Growing,23,15,2036.95,1957.95,1,9.2
Horror,Issa Rae,Roman Polanski,Mexico,234,6423,8,Stable,30,19,1842.06,1608.06,1,7.4
Horror,Tim Allen,Hiroyuki Imaishi,Belgium,134,4553,5,Drop Fast,36,2,20.71,-113.29,0,3.2
Romance,Ken Jeong,Andrew Adamson,United States,59,2805,13,Growing,45,3,399.04,340.04,1,9.8
Mystery,Brian Tyree Henry,Federico Fellini,Japan,275,2738,6,Stable,66,7,301.51,26.51,1,6.9
Thriller,Johnny Depp,Stanley Kubrick,New Zealand,104,8957,6,Drop Fast,55,11,587.81,483.81,1,6.9
Thriller,George Takei,Ash Brannon,Belgium,73,1956,11,Growing,27,10,450.83,377.83,1,9.1
Sci-Fi,J.K. Simmons,Greta Gerwig,China,403,1560,12,Stable,28,8,217.42,-185.58,0,6.2
Mystery,Jack Black,Darren Aronofsky,France,303,2573,10,Drop Fast,35,2,26.63,-276.37,0,5.2
Action,David Hyde Pierce,Frank Capra,Brazil,21,1395,11,Stable,57,14,622.95,601.95,1,9.6
Action,Aamir Khan,Tim Burton,Germany,358,2331,13,Stable,40,13,653.89,295.89,1,10.0
Fantasy,Dulquer Salmaan,Rich Moore,China,120,8209,3,Stable,47,7,318.95,198.95,1,6.4
Comedy,Rebel Wilson,Brenda Chapman,Russia,156,5843,11,Slow Drop,61,21,-1172.62,-1328.62,0,6.9
Animation,Will Smith,Ash Brannon,Italy,334,3610,11,Stable,17,9,365.72,31.72,1,10.0
Thriller,Kevin Hart,John Ford,Spain,120,2567,5,Growing,41,7,211.57,91.57,1,6.3
Horror,Elizabeth Banks,Rian Johnson,Spain,34,3543,12,Drop Fast,43,1,30.84,-3.16,0,6.7
Sci-Fi,Manoj Bajpayee,Lee Unkrich,Canada,327,7481,1,Drop Fast,14,1,1.36,-325.64,0,2.6
Animation,J.K. Simmons,Ingmar Bergman,Russia,55,3297,2,Slow Drop,23,6,32.82,-22.18,0,2.4
Drama,Tim Allen,Rodney Rothman,Italy,64,1533,10,Slow Drop,58,1,31.7,-32.3,0,6.2
Sci-Fi,Steven Yeun,Clint Eastwood,Mexico,233,7365,3,Slow Drop,68,16,835.55,602.55,1,6.4
Drama,Kamal Haasan,William Wyler,Brazil,263,3536,4,Stable,38,3,71.91,-191.09,0,4.3
Mystery,Vin Diesel,Denis Villeneuve,South Korea,364,8357,13,Stable,39,13,2499.57,2135.57,1,10.0
Drama,Vijay Sethupathi,Anthony Stacchi,South Korea,9,3284,9,Growing,52,21,2879.34,2870.34,1,7.9
Drama,Aziz Ansari,George Lucas,Japan,32,3587,1,Drop Fast,34,4,6.9,-25.1,0,1.7
Romance,Kenan Thompson,Stanley Kubrick,Australia,258,4913,3,Drop Fast,29,17,129.12,-128.88,0,2.6
Romance,Kenan Thompson,Hiroyuki Imaishi,South Korea,368,8005,3,Stable,22,10,218.1,-149.9,0,2.7
Romance,Patrick Warburton,Deepa Mehta,Italy,235,5301,13,Drop Fast,15,4,78.68,-156.32,0,7.3
Mystery,Michaela Coel,Walt Disney,South Korea,399,2631,13,Stable,75,20,2698.54,2299.54,1,9.9
Animation,Jim Carrey,Roman Polanski,United States,361,1216,6,Slow Drop,15,12,59.96,-301.04,0,5.3
Sci-Fi,Tom Kenny,Rémi Bezançon,Belgium,204,841,5,Stable,23,13,45.48,-158.52,0,3.2
Sci-Fi,Grey DeLisle,Rémi Bezançon,Japan,336,4262,3,Growing,55,4,228.08,-107.92,0,2.7
Horror,Stephanie Beatriz,Pierre Coffin,Germany,275,8707,4,Stable,41,16,1030.54,755.54,1,7.3
Romance,Dwayne Johnson,Benjamin Renner,Denmark,343,640,11,Stable,64,19,560.37,217.37,1,9.6
Mystery,Owen Wilson,Vittorio De Sica,New Zealand,308,1338,7,Drop Fast,12,7,15.41,-292.59,0,4.9
Horror,Sharad Kelkar,Ashutosh Gowariker,Italy,387,9306,3,Stable,51,1,67.16,-319.84,0,3.4
Comedy,Dwayne Johnson,Kyle Balda,Italy,50,5443,9,Growing,78,16,5487.43,5437.43,1,8.1
Horror,Jim Carrey,Quentin Tarantino,Spain,32,2503,8,Stable,44,2,107.4,75.4,1,8.7
Animation,Om Puri,Werner Herzog,Germany,11,6150,13,Stable,35,1,181.58,170.58,1,10.0
Thriller,Tina Fey,Chris Meledandri,Australia,236,7246,2,Slow Drop,75,14,493.12,257.12,1,4.9
Drama,Vin Diesel,Damien Chazelle,South Korea,203,6806,5,Stable,45,20,1416.9,1213.9,1,6.4
Romance,John DiMaggio,Quentin Tarantino,Spain,98,3621,14,Stable,53,5,672.52,574.52,1,10.0
Thriller,Ian McKellen,James Cameron,France,86,2278,4,Stable,33,15,228.98,142.98,1,6.3
Horror,Aidy Bryant,Francis Ford Coppola,Canada,92,6303,12,Growing,60,10,3064.56,2972.56,1,10.0
Mystery,Tress MacNeille,Brad Bird,France,394,4350,13,Drop Fast,70,21,-623.63,-1017.63,0,7.5
Drama,John Goodman,Ash Brannon,Germany,190,2400,5,Slow Drop,70,2,55.89,-134.11,0,3.6
Sci-Fi,Meryl Streep,Wolfgang Reitherman,France,247,4751,3,Slow Drop,45,11,224.32,-22.68,0,2.5
Action,Sandra Oh,Farhan Akhtar,New Zealand,72,6629,10,Stable,22,16,1113.35,1041.35,1,9.6
Drama,Jason Mantzoukas,Joseph L. Mankiewicz,China,315,8427,11,Stable,16,19,1579.4,1264.4,1,9.7
Animation,Christopher Lee,Luc Besson,China,437,9209,1,Drop Fast,29,4,23.88,-413.12,0,2.0
Animation,Nawazuddin Siddiqui,Ingmar Bergman,Mexico,378,2146,8,Stable,77,10,744.75,366.75,1,8.2
Horror,Chris Rock,Orson Welles,Denmark,439,4156,9,Growing,63,22,4305.35,3866.35,1,8.8
Comedy,Cate Blanchett,David Lean,India,191,2425,8,Drop Fast,44,22,412.54,221.54,1,7.2
Animation,Tiffany Haddish,Guru Dutt,Belgium,243,7915,4,Stable,64,12,1270.71,1027.71,1,6.9
Animation,Hailee Steinfeld,Luc Besson,China,394,3525,12,Drop Fast,67,2,138.71,-255.29,0,7.1
Mystery,Hugh Jackman,Alejandro G. Iñárritu,Spain,222,8899,2,Slow Drop,19,2,15.88,-206.12,0,2.0
Horror,Dev Patel,Michael Bay,Russia,112,3945,4,Stable,14,9,101.36,-10.64,0,4.2
Drama,Steve Buscemi,Alfred Hitchcock,United States,311,8360,14,Drop Fast,73,12,-438.01,-749.01,0,8.3
Comedy,Rajinikanth,Naoko Yamada,Denmark,42,5014,9,Drop Fast,48,2,80.09,38.09,1,8.2
Thriller,Scarlett Johansson,Henry Selick,Denmark,399,8851,10,Stable,31,18,2099.27,1700.27,1,8.3
Action,Tiger Shroff,Rodney Rothman,Italy,440,6303,9,Drop Fast,32,16,592.96,152.96,1,9.0
Romance,John Leguizamo,Nishith Takia,Germany,353,1605,5,Stable,69,19,477.08,124.08,1,6.2
Sci-Fi,Julia Louis-Dreyfus,Brian De Palma,Spain,280,6290,5,Stable,51,15,1273.36,993.36,1,7.7
Animation,Anna Kendrick,Imtiaz Ali,Canada,14,7487,10,Growing,9,16,957.03,943.03,1,9.0
Horror,Maggie Smith,Yasujirō Ozu,United Kingdom,30,2236,3,Growing,49,6,100.48,70.48,1,7.0
Romance,Paul Rudd,Vicky Jenson,Japan,52,6234,14,Drop Fast,40,15,868.34,816.34,1,10.0
Sci-Fi,Ian McKellen,George Miller,Australia,351,2877,6,Drop Fast,24,12,75.48,-275.52,0,4.0
Sci-Fi,Pete Davidson,Clyde Geronimi,Germany,374,6344,7,Drop Fast,70,22,-849.86,-1223.86,0,4.7
Thriller,Amitabh Bachchan,Makoto Shinkai,Canada,18,1944,12,Slow Drop,29,12,359.34,341.34,1,9.9
Thriller,Phil LaMarr,Zack Snyder,China,104,1377,10,Stable,8,10,49.81,-54.19,0,6.6
Thriller,Judi Dench,Sam Raimi,Germany,191,961,14,Stable,77,21,1243.72,1052.72,1,10.0
Fantasy,Rashida Jones,K. Asif,Germany,16,4978,12,Slow Drop,61,15,1906.54,1890.54,1,10.0
Fantasy,Bobby Moynihan,James Wan,China,376,6658,9,Slow Drop,21,23,1061.73,685.73,1,8.2
Sci-Fi,Jr. NTR,Michael Bay,Ireland,383,5823,7,Drop Fast,60,4,224.89,-158.11,0,4.9
Thriller,Ashutosh Rana,Guru Dutt,China,283,4914,3,Stable,13,10,85.17,-197.83,0,2.5
Mystery,Dulquer Salmaan,Yasujirō Ozu,France,345,3926,12,Growing,71,19,-4261.16,-4606.16,0,6.3
Animation,Tress MacNeille,Guillermo del Toro,Denmark,332,2133,13,Growing,40,23,2189.47,1857.47,1,9.8
Romance,Hugh Jackman,Benjamin Renner,Belgium,171,3761,7,Slow Drop,79,14,1243.24,1072.24,1,6.9
Romance,Kelsey Grammer,David Fincher,Japan,126,7379,13,Slow Drop,51,10,2171.59,2045.59,1,10.0
Fantasy,Kristen Wiig,Andrew Stanton,Russia,397,4644,1,Stable,41,17,124.04,-272.96,0,1.6
Sci-Fi,Issa Rae,Shoojit Sircar,Italy,99,3164,2,Stable,41,22,277.43,178.43,1,6.2
Horror,Keegan-Michael Key,Dean DeBlois,South Korea,29,9422,4,Growing,31,11,857.09,828.09,1,6.6
Drama,Allu Arjun,Prashanth Neel,New Zealand,21,7424,7,Stable,9,18,485.87,464.87,1,8.5
Drama,Dan Castellaneta,James Wan,Brazil,430,8981,9,Drop Fast,15,2,56.47,-373.53,0,6.1
Fantasy,Will Smith,John Ford,Japan,33,3301,5,Slow Drop,32,11,153.49,120.49,1,7.5
Horror,Bobby Cannavale,Denis Villeneuve,Denmark,448,4097,8,Growing,39,8,913.95,465.95,1,8.0
Fantasy,Rajinikanth,Chris Meledandri,Thailand,327,3878,7,Growing,63,19,2512.55,2185.55,1,8.5
Drama,Billy Crystal,Shyam Benegal,Russia,345,2043,5,Drop Fast,14,16,38.79,-306.21,0,3.2
Horror,Ben Stiller,Pedro Almodóvar,Mexico,317,2138,13,Stable,55,4,306.04,-10.96,0,7.1
Thriller,Jim Varney,V. Shantaram,Thailand,76,8644,3,Stable,61,14,1069.81,993.81,1,7.2
Sci-Fi,Steve Carell,Elia Kazan,United Kingdom,274,8066,3,Slow Drop,70,22,1018.56,744.56,1,7.1
Romance,Geoffrey Rush,Billy Wilder,India,254,7283,13,Drop Fast,9,17,272.19,18.19,1,9.4
Mystery,Aziz Ansari,Jennifer Yuh Nelson,New Zealand,299,5572,6,Growing,42,11,1134.36,835.36,1,7.5
Comedy,Ian McKellen,Barry Jenkins,Australia,148,1666,10,Drop Fast,29,3,21.13,-126.87,0,5.6
Sci-Fi,Johnny Depp,Ethan Coen,New Zealand,278,935,11,Growing,71,4,213.06,-64.94,0,6.9
Thriller,Wallace Shawn,Chris Sanders,United Kingdom,227,539,4,Drop Fast,66,21,48.15,-178.85,0,4.1
Drama,Alan Tudyk,Michel Ocelot,Denmark,79,1576,3,Stable,56,13,118.52,39.52,1,5.2
Thriller,Salman Khan,Walt Disney,New Zealand,106,4919,4,Growing,59,17,1445.69,1339.69,1,7.3
Fantasy,David Spade,Nishith Takia,Japan,24,904,3,Slow Drop,28,20,52.26,28.26,1,5.6
Horror,Awkwafina,Ingmar Bergman,Thailand,121,3924,13,Drop Fast,19,21,319.93,198.93,1,10.0
Romance,Naseeruddin Shah,Sergio Pablos,South Korea,178,8389,12,Stable,18,20,2124.72,1946.72,1,10.0
Animation,Dulquer Salmaan,Vetrimaaran,Denmark,377,4618,10,Growing,61,10,3015.34,2638.34,1,8.4
Fantasy,Kevin Michael Richardson,Michael Bay,Italy,177,5459,11,Stable,77,23,-820.96,-997.96,0,6.7
Sci-Fi,Mila Kunis,Imtiaz Ali,Canada,8,752,11,Drop Fast,21,12,32.8,24.8,1,9.0
Fantasy,Judi Dench,François Truffaut,China,344,3691,13,Slow Drop,40,8,672.83,328.83,1,9.4
Sci-Fi,David Hyde Pierce,Vicky Jenson,Italy,152,989,12,Slow Drop,33,3,41.19,-110.81,0,7.5
Animation,Jason Segel,Rich Moore,Denmark,399,1373,6,Drop Fast,21,21,60.21,-338.79,0,3.8
Action,Patton Oswalt,Majid Majidi,South Korea,118,752,13,Growing,55,10,475.87,357.87,1,10.0
Romance,Willem Dafoe,Rajiv Chilaka,Japan,325,3622,7,Stable,72,7,707.06,382.06,1,8.6
Mystery,Yeardley Smith,Guillermo del Toro,Germany,406,4411,4,Stable,53,10,473.8,67.8,1,5.8
Mystery,Kristen Bell,Yash Chopra,New Zealand,171,9023,3,Growing,62,7,975.02,804.02,1,6.3
Comedy,Anna Kendrick,Wolfgang Reitherman,Russia,304,469,3,Drop Fast,75,18,23.11,-280.89,0,3.3
Thriller,Wallace Shawn,Sunao Katabuchi,China,122,1060,11,Stable,19,20,260.45,138.45,1,9.9
Action,Julie Kavner,Federico Fellini,Mexico,104,490,3,Stable,61,14,68.36,-35.64,0,3.9
Mystery,Tara Strong,Nick Park,Germany,278,6070,9,Drop Fast,71,12,896.51,618.51,1,8.4
Fantasy,Amitabh Bachchan,Benjamin Renner,Russia,179,829,11,Stable,54,8,229.12,50.12,1,9.9
Thriller,Anne Hathaway,Gitanjali Rao,Japan,163,7207,11,Growing,44,7,1891.13,1728.13,1,10.0
Action,Ranveer Singh,Bong Joon-ho,Canada,388,6143,14,Growing,48,5,1529.16,1141.16,1,10.0
Horror,Manoj Bajpayee,Jorge R. Gutierrez,United Kingdom,231,674,14,Drop Fast,34,1,6.66,-224.34,0,7.6
Horror,Jason Mantzoukas,Hamilton Luske,Russia,427,4832,12,Drop Fast,49,15,1002.06,575.06,1,10.0
Thriller,Geoffrey Rush,John Musker,Japan,42,4280,3,Growing,75,9,458.68,416.68,1,6.5
Sci-Fi,Dan Castellaneta,Adoor Gopalakrishnan,New Zealand,435,1960,3,Drop Fast,36,12,38.45,-396.55,0,3.8
Sci-Fi,Andy Serkis,Naoko Yamada,Spain,202,4908,8,Growing,43,22,3617.08,3415.08,1,8.2
Fantasy,Seth Green,Todd Phillips,Spain,140,7120,4,Growing,64,18,1759.4,1619.4,1,5.8
Action,Jim Varney,Martin Scorsese,Canada,108,3598,7,Growing,19,11,451.76,343.76,1,7.6
Action,Ranveer Singh,Clyde Geronimi,Ireland,197,3761,3,Stable,52,10,247.73,50.73,1,6.6
Thriller,Keegan-Michael Key,V. Shantaram,Russia,254,4044,8,Drop Fast,27,10,154.93,-99.07,0,5.4
Drama,Manoj Bajpayee,Satoshi Kon,Denmark,17,4004,3,Stable,52,18,420.43,403.43,1,6.7
Horror,Mindy Kaling,Kathryn Bigelow,Thailand,59,1708,5,Drop Fast,30,1,3.38,-55.62,0,4.0
Action,Julia Louis-Dreyfus,Nick Park,Italy,348,4310,1,Slow Drop,69,20,178.39,-169.61,0,1.7
Thriller,Akshay Kumar,Peter Jackson,Spain,89,5053,12,Stable,41,11,1347.73,1258.73,1,9.0
Animation,Tim Allen,Woody Allen,Japan,113,7031,5,Stable,28,2,107.21,-5.79,0,4.0
Comedy,James Corden,Chloe Zhao,Japan,47,8395,6,Stable,58,11,1192.2,1145.2,1,6.8
Animation,Priyanka Chopra,Vicky Jenson,India,392,3647,7,Slow Drop,16,2,33.72,-358.28,0,5.8
Romance,Kelsey Grammer,Paul Thomas Anderson,Canada,75,5784,2,Drop Fast,17,9,34.8,-40.2,0,2.2
Fantasy,Will Smith,Prashanth Neel,United States,448,3991,2,Slow Drop,59,1,13.09,-434.91,0,2.9
Action,Antonio Banderas,Rajiv Chilaka,Ireland,272,5281,14,Drop Fast,52,23,-619.76,-891.76,0,6.6
Romance,Jr. NTR,Rajkumar Hirani,Denmark,63,1033,9,Drop Fast,59,6,47.27,-15.73,0,5.1
Mystery,Angelina Jolie,Jean-Pierre Jeunet,Ireland,442,5535,10,Drop Fast,37,22,800.8,358.8,1,8.5
Romance,Shah Rukh Khan,Guy Ritchie,Belgium,48,5687,1,Drop Fast,71,2,14.39,-33.61,0,2.9
Thriller,Manoj Bajpayee,Sanjay Leela Bhansali,Germany,276,6460,2,Drop Fast,9,15,27.69,-248.31,0,2.8
Action,Yeardley Smith,Alfred Hitchcock,Spain,394,2375,2,Slow Drop,56,1,8.53,-385.47,0,1.8
Comedy,Cree Summer,Brad Bird,Russia,18,4373,13,Stable,52,18,2872.55,2854.55,1,10.0
Thriller,Michael Che,John Huston,New Zealand,375,2988,10,Slow Drop,24,4,82.2,-292.8,0,6.3
Thriller,Hugh Jackman,Masaaki Yuasa,China,116,7660,7,Stable,35,13,1173.35,1057.35,1,8.1
Fantasy,Bonnie Hunt,Genndy Tartakovsky,India,383,8733,6,Stable,52,4,523.13,140.13,1,6.5
Fantasy,Paul McCartney,Robert Eggers,Germany,318,6921,9,Growing,24,15,1832.33,1514.33,1,9.5
Horror,Maggie Smith,Edgar Wright,Spain,419,4391,11,Stable,66,2,364.01,-54.99,0,5.9
Horror,Tress MacNeille,Pierre Coffin,Ireland,232,7512,7,Slow Drop,21,9,330.0,98.0,1,8.6
Sci-Fi,Alex Borstein,Kireet Khurana,Mexico,173,8387,3,Growing,17,12,289.06,116.06,1,5.6
Drama,Issa Rae,Mehboob Khan,Mexico,380,4816,3,Drop Fast,25,14,92.78,-287.22,0,3.3
Action,Tilda Swinton,Guru Dutt,South Korea,295,1195,1,Drop Fast,42,20,14.83,-280.17,0,2.2
Action,Jr. NTR,David Fincher,South Korea,250,556,8,Stable,55,4,55.36,-194.64,0,5.4
Romance,Hugo Weaving,Chris Wedge,United States,270,8577,1,Drop Fast,65,15,123.89,-146.11,0,2.4
Action,Benedict Cumberbatch,Raj Kapoor,Ireland,341,1893,11,Drop Fast,25,4,47.76,-293.24,0,5.4
Action,Julie Kavner,Mark Osborne,Japan,247,2790,14,Growing,59,5,1145.68,898.68,1,10.0
Drama,Bobby Cannavale,Travis Knight,Mexico,162,8121,2,Slow Drop,37,10,192.1,30.1,1,4.8
Mystery,Cecily Strong,Paul Thomas Anderson,Russia,304,1891,11,Drop Fast,44,12,218.18,-85.82,0,6.8
Horror,Rajinikanth,Bimal Roy,India,443,9474,12,Drop Fast,47,12,-1296.13,-1739.13,0,7.5
Horror,Christian Bale,Andrew Stanton,Canada,331,2257,7,Slow Drop,13,8,59.13,-271.87,0,4.6
Comedy,Judi Dench,Ava DuVernay,Ireland,22,3104,1,Growing,42,4,41.08,19.08,1,5.4
Action,Steve Buscemi,Peter Ramsey,Belgium,87,4651,12,Growing,33,3,421.73,334.73,1,8.9
Drama,Ram Charan,Bong Joon-ho,United States,339,7137,4,Drop Fast,37,1,12.74,-326.26,0,3.4
Horror,Jack Black,Glen Keane,Brazil,235,2580,9,Stable,31,18,825.32,590.32,1,7.9
Drama,Salman Khan,Luc Besson,South Korea,346,8408,8,Slow Drop,62,20,-1558.65,-1904.65,0,4.3
Animation,Rose Byrne,Guy Ritchie,United Kingdom,257,8715,11,Growing,16,14,2153.54,1896.54,1,8.7
Mystery,Jane Lynch,Jorge R. Gutierrez,United States,171,2270,14,Drop Fast,69,17,861.28,690.28,1,10.0
Action,Dee Bradley Baker,Elia Kazan,United States,46,1130,13,Growing,25,6,209.84,163.84,1,10.0
Comedy,Colin Jost,Sriram Raghavan,Canada,253,1644,8,Drop Fast,58,6,69.57,-183.43,0,6.0
Romance,Anna Kendrick,Peter Jackson,United Kingdom,252,8794,12,Slow Drop,26,10,1040.44,788.44,1,10.0
Horror,George Takei,Roman Polanski,Japan,442,3602,3,Stable,76,19,695.68,253.68,1,6.7
Animation,Mahesh Babu,Rajiv Chilaka,United Kingdom,384,4752,5,Slow Drop,40,10,402.29,18.29,1,6.3
Drama,Manoj Bajpayee,Rajiv Chilaka,Germany,290,1721,4,Growing,45,3,55.64,-234.36,0,3.7
Fantasy,Judi Dench,Govind Nihalani,Belgium,24,3298,11,Growing,20,1,43.66,19.66,1,9.9
Thriller,Christian Bale,Christopher Miller,Mexico,386,8320,12,Growing,56,18,-1484.46,-1870.46,0,6.8
Action,Ranveer Singh,Lars von Trier,Denmark,356,7555,8,Stable,60,15,2443.04,2087.04,1,8.3
Action,Maggie Smith,Genndy Tartakovsky,Ireland,385,2387,11,Slow Drop,8,20,134.34,-250.66,0,6.6
Animation,Anne Hathaway,Masaaki Yuasa,United Kingdom,46,2768,7,Drop Fast,19,4,32.54,-13.46,0,4.7
Drama,Tress MacNeille,Ari Aster,Japan,349,8483,14,Slow Drop,31,18,-2223.17,-2572.17,0,7.2
Sci-Fi,Vijay Sethupathi,Ron Clements,South Korea,91,5147,7,Slow Drop,8,10,80.99,-10.01,0,5.1
